;from_user_description;Party
;J'aime suivre l'actu sportive (#FCSM #Biathlon #Rugby), géopolitique et politique. #LR #SL 🇫🇷🇪🇺;LR
;Multiple business leaders. Stratton Oakmont and Straight Line user. Adhérent LR;LR
;française Les Républicains, espère encore un monde meilleur Suivie par Nicolas Sarkozy ❤️ le meilleur président depuis le Général.;LR
;#savoyard d'origine, #parisien d'adoption. fan du #PSG depuis toujours, Jmpsg sur #Allpaname.fr. #polars #politique #LR #Chrétien vivre libre ou mourir. T Morel;LR
;Retraité - CM Délégué Chalon/S LR;LR
;Conseillère LR de Paris | Conseillère régionale | Déléguée spéciale à la Smart Région | https://t.co/yubozwThUV;LR
;Ambulancier…..le petit camion roule pour la vie 🖲🚑💨💨soutien total aux bleus 🚔🚔👮‍♂️👮👮‍♀️… LR convaincu;LR
;Étudiant de droite // Les Républicains;LR
;👉Ni LREM  ni RN 👎        #JeSuisPour 👉  #JLM2022 ✊✊✊  Je suis pour une France de toutes les couleurs    Les trolls........ passez votre chemin...  Merci !;LFI
;FI le jour... FI la nuit... EFFICACE!!!... anti Lrem et Fn de merde... également sur mastodon #JLM2022 🔻;LFI
;Député au Parlement européen - @GroupeID_FR Délégué national à l'Outre-mer du Rassemblement national @RNational_off. Fondateur, animateur des Horaces.;RN
;Macroniste et fier de l’être 🇫🇷🌈 Attention.. je ne m’appelle pas Dupont de Ligonnes moi.. quand on me cherche.. on me trouve !!;LREM
;Macroniste et fière de l'être. Universaliste. Je déteste tous les racismes et l'homophobie. Soutien @olivierveran, @E_DupondM, @GabrielAttal #TeamMacron;LREM
;prof lettres modernes, psychologue. Depuis ma retraite, travail quotidien sur mcInformactions. Info=base de la démocratie+Actions=agir ensemble ça en-courage !;Agir
;Militant RN, les seuls qui pourront redresser la France. Je suis pas ici pour trouver une femme, j'ai ce qu'il faut.Sinon passez votre chemin;RN
;Députée 1ère circonscription de #SeineetMarne | Vice-présidente @DeputesDem | Membre de @AN_DevDur | @Modem #Melun;MoDem
;rassemblement national😁;RN
;pro #français & #européen 🇫🇷 /🇪🇺 pro #Macron |Peut-on changer le monde 🌏 en 280 caractères !;LREM
;Bachelor Communication 🎓 Médias 📺 Sport ⚽️🎾 Emmanuel Macron | LREM 🇫🇷🇪🇺 « Profitez de la vie : il est plus tard que vous ne pensez » 🙏🏻;LREM
;Député Moselle #LREM - Commission des Lois / affaires européennes/ président GE Déchets / VP GE rénovation quartiers / VP 🇫🇷🇵🇹/ animateur laïcité #TeamOM 🌱;LREM
;Membre de la République En Marche #LREM. Je défends les principes et valeurs de la République. Ensemble, restons unis. #médias, #politique, #conférence #débat;LREM
;Européen francophone . Macroniste.   Fac de Médecine  Université Libre de Bruxelles;LREM
;Compte officiel de La République en Marche @enmarchefr à #Puteaux @92enmarche avec @emmanuelmacron et la majorité présidentielle. #EM #LaREM 😊🇪🇺🇫🇷;LREM
;#Macron 2022;LREM
;Les révolutionnaires sont souvent des ratés du suffrage universel. Emmanuel Macron.   Pro sciences dures et humaines.  Primo-Vacciné;LREM
;Professeur Physique Chimie . La République En Marche . Membre du Conseil Territorial de  #LaREM92 . Membre du bureau #LaREM92;LREM
;ancien parachutiste nationaliste militant RN mat 1322 vite Marine sauve nous.suivi par @MLP_officiel Jean Messiha Christian Piquemal  Didier Maïsto .Fabien;RN
;modem  LaREM;MoDem
;Investit en politique, adhérent LREM, sociétaire la marque c’est qui le patron , salarié Ag2s propreté.;LREM
;#AvenirCommun #FranceInsoumise #JLM2022 #ContreUEduFric #TeamEtPuisOnVousEMmerde http://www.bilan-ps.fr;LFI
;Lrem, Europe, Digital. France Pologne;LREM
;Professeur en economie et gestion. Soutien à Jean-Luc Mélenchon et la France insoumise. Pour l'Avenir En Commun. Non aux extrémistes libéraux de LREM.;LFI
;a voté Macron, après avoir voté Socialiste pdt 20 ans. désespéré par les extrêmes. bloquez moi plutôt que d insulter que diable :-).;LREM
;🏛️ Compte officiel du groupe #UDI et Indépendants à l'Assemblée nationale 🇫🇷 Président @jclagarde  #DirectAN;UDI
;Liberté, égalité, fraternité, Europe Unie - LREM;LREM
;@franceinsoumise #LAEC #UnionPopulaire  Conseillère Régionale LFI @PaysdelaLoire @EcologieEnsembl  ❤💚;LFI
;la vaccination c est la liberté.    #Macron2017 #Macron2022 #LREM   Bretagne .Violemment anti extrêmes.;LREM
;Anti-populistes #RN #FI - J'aime mon pays et l'Europe. Une Europe forte pour une France forte. Soutien #LREM 🇫🇷🇪🇺;LREM
;Un Français, un vrai !  #RN #TeamPatriotes #Zemmour #France #ReveillezVous;RN
;"#EM mai 2016. ""Face au monde qui change, il vaut mieux penser le changement que changer le pansement"" - F.Blanche #Culture #éducation #politique";LREM
;🇫🇷 Coordinateur régional des #JAMGrandEst, Cadre du Service d’Ordre #LREM, Conseiller Municipal à Diebling (Moselle) 🇪🇺;LREM
;Animateur local du comité de Chatou de la République en Marche #jesuisvaccine;LREM
;30ans d'immobilier a Paris 14 Montrougienne et retraitee #maintenant je souhaite réussite et courage au gouvernement et à Emmanuel Macron;LREM
;Coordinateur Régional Adjoint de GN IDF • Délégué RN 5eme Circo 91 • candidat RN canton de Gif-sur-Yvette  • M2 Droit Public   • #Mariniste • @JeunesBardella;RN
;Sarkotriste 🥰de mon Scott ❤️Indochine 💕Passion Japon⛩👘♥️Cause animale🐺🐳🐒⛔️MACRON INCOMPATIBLE⛔️;LR
;🧱 Toulousain 🧱 🇫🇷 Responsable de L'UDI Jeune en Haute-Garonne 🇪🇺  Membre des jeunes avec @xavierbertrand Libéral • Décentralisateur • Républicain;UDI
;#LREM 🇫🇷🇪🇺🇺🇸🇨🇦 Député des Françaises et des Français d'Amérique du Nord I Président de la #AfEcoAn I porte-parole #EnMarche ⭐️⭐️;LREM
;Anti extrêmes ! #LREM Mendès France disait «La politique la vraie, c’est celle qui améliore le sort des hommes » Bloquée par Collard,Philippot,Lalanne🙄;LREM
;#MajoriteSilencieuseVaccinee DU PANACHE ET DU PUNCH LE TALENTUEUX M MACRON;LREM
;"Conseiller Municipal (P.O),membre du Conseil National #LaREM ""Le monde déteste le changement, c’est pourtant la seule chose qui lui a permis de progresser.”#EM!";LREM
;Vice-président du Rassemblement National, Député européen, Conseiller régional d'Île-de-France 🇫🇷;RN
;Juriste. #Macron2017, une évidence, #Macron2022, une confirmation - #LREM - Ex membre #LesRépublicains, j’en parle en connaissance de cause.😏;LREM
;🇫🇷 Gascon et patriote. Anti EMLRPSFDG. #RN suivi par @MLP_officiel pour un renouveau du RN et un rassemblement des patriotes. #TeamPatriotes #JambonBeurre;RN
;Macroniste de la 1ère heure #MajoritéSilencieuseVaccinée #FPBE #teamchocolatine #teammojito #fan de tennis 🎾#teamNadal;LREM
;pro Macron  contre l obscurantisme   contre GJ/ FI/ RN /extrême droite /gauche   Enfant/ Femme/ Animaux   STOP violence barbarie   STOP chasse   100% vaccinée💉;LREM
;Vaccinée | En 🇫🇷,les Lumières ne s'éteignent jamais~E.Macron | #JeSuisLaRepublique🇫🇷 #LREM #Universaliste #AntiExtrême #SoutienFDO #Tolérance #Féministe;LREM
;AL Comité LREM Les Sables d'Olonne. Membre élu du Comité Politique (Copol) LREM Vendée. En Marche depuis septembre 2016 !  Stratégie Digitale;LREM
;Avenir Citoyen. Humaniste, Défenseur de la Laïcité des Droits de l’Homme et du Citoyen. Libre de penser et d’agir. Je déteste le fascisme et l’anarchie. EM;LREM
;Macroniste de gauche. Le sport c’est aimer gagner, savoir perdre. je suis bien marié et j’ai 3 beaux enfants;LREM
;Délégation départementale du parti  Agir La Droite Constructive;Agir
;Pour, Engagée pas https://t.co/xYTrn9OLER du & (comme ds Asnières&Vous!*), de 🇲🇫 & 🇪🇺.Porteure du Projet Citoyen Cafés En M tps, cocréatrice 🇫🇷🇮🇹Em tps.*Elue Mun.;LREM
;Députée de l'Ain circo 3 #laRepubliqueEnMarche Genevois 🇫🇷 Bugey Sud  Groupe LREM;LREM
;Tolérant, républicain, laïc. #liberté #égalité #fraternité #laïcité. Viscéralement anti RN. #Macron2022;LREM
;Soutien au Président de la République Emmanuel Macron, à la majorité présidentielle LREM. Actualités politiques françaises. 🇨🇵🇪🇺 #Macron2022 #EnMarche;LREM
;bonjour, je suis vacciner mais contre le pass sanitaire ✨                          Ancien candidat LFI au départemental pour les Vosges en commun 💪🏼;LFI
;Souverainiste Chrétien ✝️🇫🇷✡️🇦🇲 #Poutine🇷🇺 #Trump🇺🇲 #Israel🇮🇱 #Pologne🇵🇱 #Czech🇨🇿 #Orbán🇭🇺 #Salvini🇮🇹 #Zemmour🇫🇷 #TeamPatriotes🇫🇷 #RN🇫🇷;RN
;#NOTEAM  Ma team, c est celle qui ne m impose pas  d en choisir une. 57 power. #RN évidemment. Sans followback, ma presence sur votre tl ne sera qu éphémère 😉;RN
;Ça fait plus de 20 ans que j’attendais un mouvement politique qui rallie les compétences de toutes les sensibilités politiques dignes. Merci E. Macron.;LREM
;Européen convaincu, fils d'ouvrier, passionné de poésie, de peinture et d'architecture. Adhérent #LREM soutien du président. #Macron2022;LREM
;Macron 2022 🇫🇷 _ Je dis ce que je veux _ c'est clair, c'est net et c'est comme ça 😉  Soutien d'@EmmanuelMacron / #TeamMacron;LREM
;Conseillère municipale #Var. Candidate Législatives LR 2017 #Londres. Membre d’Oser la France et de Nouvelle Énergie. Consultante #ComPolitique #Lisnard;LR
;Collaborateur à l’Assemblée nationale LREM ✈️ 🏛• @jeunesmacron • ex chef scout @sgdf 🏕️ • Master 2 Banque Finance @sorbonneparis1🎓;LREM
;Fière d'avoir adhérer au rassemblement National.;RN
;Souverainiste Chrétien ✝️🇫🇷✡ #Arménie🇦🇲 #Poutine🇷🇺 #Salvini🇮🇹 #Orbán🇭🇺 #TeamPatriotes🇫🇷 Gilles Cousin de Thierry @GaucheMafia/@GaucheMafia2 #RN🇫🇷;RN
;Chrétien Souverainiste ✝️🇫🇷✡🇦🇲 #Trump🇺🇲 #Poutine🇷🇺 #Salvini🇮🇹 #Orban🇭🇺 #Israël🇮🇱 #Duda🇵🇱 #Czech🇨🇿 #Zemmour🇫🇷 #TeamPatriotes🇫🇷 #RN🇫🇷;RN
;#JeSuisCharlie  #soutienFDO soutien Macron .  Vaccinée.  libérée  délivrée;LREM
;Porte-parole du Rassemblement National • Président du groupe RN au Conseil régional de Bourgogne Franche-Comté • Conseiller municipal de Sens #Marine2022 🇫🇷;RN
;#Humaine #Épicurienne #Naturiste #Athée #CauseAnimale #Antichasse #RCT❤️🖤 (⛔#RN #FI #GJ) #Laïcité #NoBigôtes #JeSuisCharlie #ADMD #Macron2022 🇫🇷🇮🇹🇪🇺🌈;LREM
;Politologue à la retraite, tendance social / libéral. Nostalgique du PS d’antan (Delors, Badinter, Allègre, Rocard). Viscéralement anti extrêmes RN/LFI/NPA.;PS
;Ingénieur IBM & MATRA Social démocrate payez des impôts est un devoir de citoyen Solidarité  Soutiens  F.Hollande ERREUR d'avoir voté Macron pour éviter le FN !;PS
;j'essaie toujours d'être saxophoniste et compositeur ...Sax du groupe Bordelais In-Extremis #TeamChocolatine 😛 #LREM;LREM
;Patriote n'est pas réservé aux fachos d'extrême droite. RC Toulon et l'OM mes amours  E.MACRON pour faire râler les blaireaux  2022 Manu ou rien du tout !!!;LREM
;Député du Gard - Rassemblement National;RN
;Député #LREM de Maine-et-Loire #Cholet #Mauges • Commission des Affaires Étrangères • Président du groupe d’études #jeuxvidéo #esport @AssembleeNat;LREM
;Vice-président du Conseil départemental de la Haute-Vienne (canton Limoges3 avec @SRotzler). Pdt du groupe PS, Apparentés et citoyens;PS
;La République en Marche #Mayenne #LaREM53 Rassemblement politique et citoyen autour de la majorité présidentielle #Renouveler #Recomposer #Réformer 🇫🇷🇪🇺;LREM
;La République En Marche 12 est le groupe local du mouvement La République En Marche fondé par Emmanuel Macron| @enmarchefr #enmarche #MajoritéPresidentielle;LREM
;Soutien de @enmarche pour Châtillon. compte officiel du comité En Marche de Châtillon #ChatillonEnMarche #LREM #circo9212 #Macron2022;LREM
;Emmanuel macron je t'aime;LREM
;Napoléon…de Gaulle…Macron…la loi des trois générations…;LREM
;En Marche, au pas ou pas, je reste fidèle au Président Macron et au Gvt. Les extrêmes n'apportent que le chaos et les guerres ! ''Fier et fort, grogne et mord'';LREM
;Conseillère régionale RN | 🇫🇷 | Conseillère municipale RN à Saint-Chamond (42) | graphiste, musicienne, mère de famille. Ne lâche pas l'affaire facilement...;RN
;Ici, j'exerce le peu d'influence que j'ai pour faire élire la France Insoumise à la prochaine présidentielle. J'essaie de débattre respectueusement.;LFI
;Retraité  je suis pour le Rassemblement National;RN
;Simple citoyenne #Macroniste adhérente @enmarche  Prête à m'investir pour Notre Président;RN
;Assistante Dentaire, #LREM avec des valeurs de gauche et, aucun regret 🏃‍♀️🇪🇺🇫🇷;LREM
;🏛 Députée de #Paris 🌱 Commissaire @AN_DevDur 👩🏼‍⚖️ Juge suppléante à la #CJR #Circo7512 #LREM #DirectAN  #TransitionEcologique #Europe #JamaisSansElles;LREM
;Attaché à la République et de gauche. Anti #FN et #LFI. soutien #LREM. En guerre contre les gourous politico-philosoco-scientifiques.;LREM
;Candidat officiel aux #departementales2021 du @RNational_off 🇫🇷 15ème canton de l’Eure rejoignez-nous ⤵️ https://adhesions-rn.fr/ @RNational_27 @MLP_officiel;RN
;Conseiller municipal Rassemblement National Antibes Candidat Antibes retrouvé;RN
;CauseAnimale. L 214. 30MillionsdAmis. SPAAdoption. et bien d autres  Végétarienne Vegan.Nature.  Chrétienne PATRIOTE Française . RN @MarineLePen . @EricZemmour;RN
;#ZemmourEric❤️#RN🤗 Suivi par @JeanMessiha @brunogollnisch @AldoSterone111 @GaveEmmanuelle #TouchePasAuxAnimaux🐶 Fondateur de l'équipe #jambonbeurre 🇫🇷💪👍👌;RN
;Mouv. européen de Paris.Pacte finance climat.Sico CFDT. TDP. Comité territoriale Iéna lrem 16;LREM
;suivie par @NicolasSarkozy.Anti Gauche moralisatrice !Donnons sa chance à E.Macron;LREM
;Aide soignante Maire de La Bastide du Salat, Déléguée Départementale RN 09  prendre soin n'est pas un concept, c'est une pratique quotidienne...;RN
;φ ✌️𝗟𝗙𝗜✌️ 𝓐𝓽𝓱𝓮́𝓮. 💀le 3/2/2012 💊🩺💉🩸🌡️✂️ 😷😜retour le 4/2/2012 ➡️J'y ❌pas 😀   Je  bloque sans préavis les trolls ➡️ #LREM = #RN= #Dictature ❗;LFI
;🇨🇵🇪🇺 - Collaborateur Parlementaire - Référent Jeunes avec Macron Gironde - #TeamOM;LREM
;Député UDI de la Mayenne. Secrétaire de l’Assemblée nationale. Membre de la Commission de la Défense et des forces armées.;UDI
;Groupe des élus du Rassemblement National au Conseil régional de la @NvelleAquitaine présidé par @diaz_edwige;RN
;#LFI Associé #TPE. Peintre, Sculpteur #NFT #RevueDePresse matinale. Pour #AEC Radicalement écolo, sociale & démocratique. Je ne suis pas 1 #EnnemiDeLaRépublique;LFI
;Je regarde , je réfléchis , je juge . Avec F HOLLANDE puis  avec E MACRON ! et après ..... jamais les  populistes;LREM
;JLM 2022 1er et 2eme tour, sinon, pas de vote barrage, pseudo utile, ou calculs en tout genre...;LFI
;ancien militaire,fier d'avoir servi la France,vrai patriote et non nationaliste,fiché #Macroniste😉par neuneus,car je pense pas comme eux #StopGiletsJaunes;LREM
;Compte officiel des députés Les Républicains à l'Assemblée nationale. Groupe présidé par @damienabad. #DirectAN;LR
;Maman, citoyenne avec Macron 🤩 #Macron2022 #EnMarche! • Stop aux extrêmes! 🇪🇺🇫🇷 💉💉;LREM
;Environnement 🌎, Logiciels Libres 🖥, LGBT+ 🏳️‍🌈, Social ❤, Vie privée 🔑.  Soutien : #LFI, #LQDN, #ATTAC, #LDH  Nos libertés sont menacées, défendons-les !;LFI
;U know what, i'm happy !!  https://t.co/fcvBiti18I  J'❤ Emmanuel Macron et le fichage de masse ❤ Totale liberté de pensée cosmique Vers un nouvel âge réminiscent;LREM
;@emmanuelmacron @enmarchefr #LREM 🇫🇷  Patriote mais pas nationaliste!;LREM
;retraité, gilet jaune, totalement RN, depuis toujours, j'aime La France le porc sous toutes les sauces. Notre FRANCE est d'origine chrétienne.... vive Martel;RN
;Compte @RNational_off animé par @Dylan_LemoineRN 7e circonscription d’Ille-et-Vilaine @VilleSaintMalo / @Villededinard / @DolBretagne rn.cote.emeraude@gmail.com;RN
;"Centriste #UDF #LREM, européen convaincu #UEF #MEF ; mes convictions sociétales : celles de l’Institut de France ; Pro-migrants #UNHCR #CCFD #FBPE Human Rights";LREM
;#LREM - 🇪🇺🇫🇷- #weareone - #endracism - #TeamSniper - #TeamVTFF - #TeamChocolatine - #StopGiletsJaunes - #SoutienFDO - #Macron2022;LREM
;Master’s degree in History now// EU Stan // luf Macron, ‘ate anglos, simple as // never getting a proper job;LREM
;Aiment pas les théories simplistes. .  #LREM  #Macron  . ⛔Moraliste.⛔Gauche massacre  #jesoutiensZineb.  #jesoutienMila.  #RN,#FI=fascisme de la liberté.;LREM
;Rassemblement National - Diplômer en formation continue à @ISSEP_Lyon promotion Soljenitsyne - Mes tweets n'engage que ma liberte d'expression.;RN
;Candidat titulaire @eelv @eelv91 Canton de Draveil aux élections Départementales. 20 - 27 juin;EELV
;🏳️‍🌈 φ🔻❤️🐱🐶 #JLM2022 #LAEC Bloque direct tout troll bot r n/lrem, c'est pareil. Suivi par @davduf, @YLeBolloch, @JulieGarnierFI et @ericcoquerel;LFI
;Compte officiel de la Fédération RN du 95|DD: @brunomarcelRN95|DDA:@JBaptiste_marly|DDA com:@Emeric_bon|Resp. élus:@pierrephilipp12;RN
;Adhérent LREM puis Fidèle Soutien à Mon Amis Brune Poirson ex secrétaire d'État au Ministère de la Transition écologique...  Streameur Twitch Gaming & Sport;LREM
;Candidate #RN aux élections #départementales 2021 sur le canton de #Châtillon (92). Professeur de sciences physiques et solidaire de mon collègue Didier Lemaire;RN
;gaulliste de toujours, premier membre fondateur LR, gastronome, retraité, chevalier de l'Ordre National du Mérite.;LR
;Conseiller municipal à @VilleduPre @enmarchefr @MoDem / Président des @JDem_93;LREM
;Administratrice  grpe Je Marche Avec Le Président Macron;LREM
;Institut catholique de Paris📚,  adhérant @lesRepublicains🇨🇵, membre de comité de circonscription dans le 6ème arrondissement de Paris #LR #Paris;LR
;Magayante:nomrétais(🏝deRé mon île)J’étais,je suis& resterai Charlie LREM depuis le1er jour#MACRON2022 Laïque/heureuse de vivre! Compagnon voyages Asie bienvenu;LREM
;Misanthrope Assumée 😅  @ADMDFRANCE   @stop_homophobie   PMA #LaREM  Europhile   (Anti RN-FI)         ⛔ ce cpte n'est ni #Meetic ni #Tinder ni #ClubDeRencontres;LREM
;🇫🇷Patriote jambon beurre 🇫🇷Rn! Brut de décoffrage !qui m’aime me suive ! La vie est trop courte pour s’emmerder avec des gens qui n’en valent pas la peine!;RN
;Suivez sur ce compte Twitter toute l'actualité du groupe parlementaire «La France insoumise» à l'Assemblée nationale.;LFI
;#Macron2022 ⛔️ FN ⛔️ LFI ⛔️ KhmersVerts... le Diable gît dans les détails. #SoutienFdo #VaccinéPfizer 1/2;LREM
;Français de Conf.Juive. Si la violence ne résout rien, c'est que tas pas frappé assez fort.#7BCA #PenchakSilat #ANTIFN #LREM;LREM
;Boomer. 🇫🇷      🇮🇹       🇪🇺       🇮🇱 Macron  ascendant de Gaulle / Chirac  / Juppé / Philippe.;LREM
;Secrétaire Départementale #Ardèche #RN Conseillère Régionale Conseillère Municipale à #Viviers #RassemblementNational;RN
;Député du #PasdeCalais - Médecin - Ancien Maire de Neufchâtel-Hardelot - Membre de @AN_ComLois @AN_AfEur @LaREM_AN #LREM #LRem62 @enmarchefr;LREM
;Conseiller Départemental de Cognac en charge du Tourisme depuis 2015 et Président LR Charente #conseillerdepartemental #charente #cognac #LR #running;LR
;membre adhérent et actif au RN!!!pour une France libre enfin!!! #teampatriotes;RN
;Responsable Marchés Publics  Membre élu du Conseil Territorial LREM Membre du collectif Vincennes + Membre du comité LREM de Vincennes;LREM
;Ancien conseiller Municipal RN VILLENEUVE / LOT. Pour le mouvement local d'union des différentes sensibilités des droites de Villeneuve sur Lot;RN
;"retraitée 89ans ancienne socialiste; aime macron de plus en plus";LREM
;Avec @emmanuelmacron pour 2022 — Avec @enmarchefr @modem @agir_officiel @terresdeprogres et @RenaissanceUE — Suivez le fil telegram.;LREM
;compte twitter de La République En Marche Luxembourg;LREM
;#Macronphobe   votera melenchon en 2022;LFI
;Compte officiel de la Fédération du Rassemblement National de l'#Ariège (09);RN
;Humaine de @ptite_caillou Conseillère départementale du Nord  Ancienne adjointe Maire de Lille  #droitsdesfemmes #égalitéFemmes-Hommes #Vélo #EELV;EELV
;#LREM #membre depuis 04/16 #Macron2022 🚫#LFI 🚫#RN « Pour certains, l'humour est une langue étrangère. Ils ont besoin de sous-titres. » Guy Bedos;LREM
;Pur Patriote 🇨🇵🇮🇹🇷🇺🇬🇷🇵🇱🇬🇧🇮🇱#RN @MLP_officiel #Zemmour #Uniondesdroites @JeanMessiha  Soutien aux Chrétiens d'Orient ن Soutien FDO et Militaires;RN
;Développeur #Golang #Banking #Fintech • #LREM #NousReussirons @EmmanuelMacron • Mes tweets n'engagent qu'en CDI. Anonyme + inutile = bloqué.;LREM
;Conseillère municipale à Vanves, membre du groupe ecologiste et social. #eelv #formation #ESS #insertion_professionnelle #ApprentisAuteuil;EELV
;Conseiller de Paris @EluesPCFParis  Élu #Paris13 en charge des universités et recherche #CA13 membre du CN #PCF Physicien, maître de conférences @Sorbonne_Univ;PCF
;Exècre l'Euro-Merde. RN. Anti macron, lrem & gauchiasses. Fier et défenseur de mon identité, de ma culture. Follow-Back apprécié. #TeamPatriotes;RN
;de droite évidemment #soutienauxfdo #Patriote #LR #antigauche #ZEMMOUR  je suis auxiliaire de vie .. c'est par le silence que je réponds aux imbéciles..🤔🤔;LR
;Adhérent RN depuis 2017, j'ai décidé de soutenir la dynamique #zemmour2022. La France est en voie de disparition. Il faut la sauver. Pro israélien, pro Orban.;RN
;Compte Twitter officiel de la fédération du Rassemblement National de Vaucluse I Délégué départemental : Thierry d'Aigremont;RN
;Bretonne, déçue par ce que sont devenus les bretons : immigration nistes,macronistes.#jesoutienszemmour. je déteste l'islam #PatriotesRN2022 #RN #UnionPatriotes;RN
;Compte de @revmondiale (l'autre est bloqué) ⛔RN/EM / Convergence des luttes, résistons et combattons ! #GreveGenerale #HostoKO #GiletsJaunes #MLM;LFI
;Conseiller municipal Rassemblement National à Villeneuve Loubet dans les Alpes Maritimes;RN
;Il y a des gens qui se croient le talent de gouverner par la seule raison qu'ils gouvernent.  De N.Bonaparte pour incompétents & criminels godillots #LREM Ⓐ;LREM
;MEMBRE DU RN;RN
;Compte de soutien à l'action de nos Députés de La République En Marche;LREM
;Sénateur de l'Orne tête de liste UDI aux élections régionales Normandie 2021 https://t.co/RYPQz4zB7E Like ♥️ and RT aren’t endorsement 👏🏻;UDI
;« Si la vérité est de droite, alors je suis de droite » Camus  Ni #LFI Ni #RN citoyenne du monde, En Marche.  #MajoritéSilencieuse #LREM #EnMarche;LREM
;Député Démocrate-libéral du Var @MoDem Chef de la délégation des députés français auprès de l'Assemblée parlementaire de l'OTAN.;MoDem
;Praticien hospitalier #actu #politique #societe #elysee2017 #musique #macron #enmarche;LREM
;Compte officiel du Mouvement Démocrate du Var (83)  Présidé par Philippe Michel-Kleisbauer @PhilippeMichelK Député du Var et membre du bureau exécutif @MoDem;MoDem
;Inconditionnelle du #RN, je soutiens ces hommes, ces femmes, les idées qui représentent ce parti, et qui les défendent avec conviction, courage, et combativité.;RN
;🇫🇷🇪🇺 Ex-adhérente LREM (soutien depuis novembre 2016). La ligne rouge a été franchie le 12 juillet 2021 #NonAuPassDeLaHonte #NonAuPassSanitaire;LREM
;Anti FN/FI/LR soutien au président rempart contre l’extrémisme. Aime les ANIMAUX;LREM
;Polyglotte, aime les mots, la poésie. Déteste les fachos les extrémistes, rien à faire dans ma TL  vaccin 2ème dose le 19 mai AZ Votez MACRON en 2022;LREM
;Sénatrice LR des Bouches-du-Rhône / Députée honoraire / Commission des lois / Membre de de l'OSCE / Présidente du Groupe d'Amitié France-Pologne au Sénat;LR
;Compte de la Gauche Républicaine & Socialiste @emmanuelmaurel @bastienfaudot @mnlienemann @jluc_laurent @CarolineFiat54 #gauche #socialisme #république #GRS;GRS
;Citoyens engagés membres ou non du #PS : continuer à promouvoir l'idée socialiste, son actualité quand d'autres l'ont oublié #AvecMaurel @Union_Espoir;PS
;Rassemblement National #RN #DPS suivi par @MLP_officiel pour une France fière, fraternelle où il fera à nouveau bon vivre oui de ce combat la France renaîtra ♡;RN
;Sympathisant : Insoumis - NPA - Gilets Jaunes Je chie à la gueule des LREM, RN, LR (fascistes et anti-social esclavagistes sadiques) Sectes religieuses;LFI
;Ensemble #NousReussirons juste citoyenne échanges avec respect #Macron2022 EM !;LREM
;Mouvement humaniste et écologiste porté au Parlement européen par Raphaël Glucksmann et Aurore Lalucq. Ensemble, investissons la @placepublique_  de Normandie.;Place Publique
;Entrepreneur 🇫🇷. #MajoritéSilencieuseVaccinée #ProUE 🇪🇺#JeSoutiensLesFDO #AntiExtremes #Macron2022 #LREM💪 #Vacciné ✌️;LREM
;Compte officiel des @J_Democrates Auvergne-Rhône-Alpes 🏔️🍊 Jeunes #MoDem, Européens, Ecologistes, Démocrates 🇪🇺🌳🧡 Rejoins-nous ! 💪;MoDem
;Adjoint au maire délégué aux sports et grands événements . Membre élu LR de la 10ème circonscription du 13 #NouvelleEnergie @Nouv_Energie;LR
;Élu au Comité 5ème circonscription du Rhône à Les Républicains  Premier Membre Fondateur  @LesRepublicains Avec Laurent Wauquiez   @OserLaFrance;LR
;Tout sauf LREM, LR, RN, PS et EELV 1er tour 2017 JLM, 2nd MLP Où va notre argent ?  Si tu as peur d'avoir mal et de te battre, alors reste esclave. Sur GETTR;LFI
;#TeamPatriotes #Zemmour #Messiha #RN #Résistance  Vive la France ! Vive l'Empereur !!!;RN
;Subversive. Challenging. 2 kids, 11 hens, 2 rabbits, 1 dog. Programme Director @Grenoble_EM. #Croat #Digital #Politics #Immigrant #LREM #LearnCroatian *My views;LREM
;SOUTIEN TOTAL À NOS FDO POMPIERS et SOIGNANTS  SOUTIEN TOTAL À EMMANUEL MACRON depuis 2007 la Nature, la belote, le rugby je bloque tous les extrêmes-vaccinée;LREM
;Restaurateur Français en Suisse. Mari, Père et Maire adjoint, urbanisme, délégué SIEA, Membre @LR au comité 3ème circonscription de l’Ain, Pays de Gex🇫🇷🇨🇭,;LR
;Cadre medico social.  Fervente supporter du CABC. En marche 2016/Territoires de progrès. Animatrice Lrem Limoges.;LREM
;Consultant en Informatique. Centriste de toujours, #LREM par conviction.;LREM
;Président de l'@UDIJeunes de #Vaucluse. Avec @jclagarde #UDI |Chef d'#entreprise|Administrateur du Groupement des Artisans du Bâtiment;UDI
;gaulliste  #Teampatriote ancien LR WAUQUIEZIEN......ANTI MACRON union des droites🇫🇷🇫🇷🇫🇷🇫🇷;LR
;Soutien affirmé de François Hollande depuis bien longtemps !;PS
;Fervent mais vigilant sympathisant #LREM - Avide de débats, d’échanges argumentés sur le fond... Difficile avec sympathisants #RN & #FI !;LREM
;Elu local à #Neufchâteau, magistrat, membre conseil national de #LREM, délégué #TerritoiresDeProgres (#Vosges), membre association https://t.co/gPTleDal5B;LREM
;New-Associatiste.  Lecteur du code civil et du code des sociétés. Macroniste, LaREM compatible. Emmerdeur aux heures pleines !;LREM
;❤️ Libre, retraité✈, écouteur réciproquiste de confiance😍 La vie est ce que tu en fais, ne la subis pas, vis la !💕#PR Macron 😍 💉💉ok👌;LREM
